,Q3A,Q5A,Q10A,Q13A,Q16A,Q17A,Q21A,Q24A,Q26A,Q31A,Q34A,Q37A,Q38A,Q42A,Extraverted-enthusiastic,Critical-quarrelsome,Dependable-self_disciplined,Anxious-easily upset,Open to new experiences-complex,Reserved-quiet,Sympathetic-warm,Disorganized-careless,Calm-emotionally_stable,Conventional-uncreative,VCL1,VCL2,VCL3,VCL4,VCL5,VCL6,VCL7,VCL8,VCL9,VCL10,VCL11,VCL12,VCL13,VCL14,VCL15,VCL16,education,urban,gender,engnat,age,screensize,hand,religion,orientation,race,voted,married,familysize,AgeGroups,Condition
7248,0,1,1,0,0,0,0,1,2,1,0,2,0,0,7,6,7,6,7,5,6,6,7,6,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,1,2,2,21,2,2,10,1,10,2,1,5,2,0
16374,0,1,0,1,0,2,0,1,1,0,1,0,1,0,6,5,7,5,7,4,7,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,2,2,20,2,1,10,1,10,2,1,2,2,0
11429,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,2,6,5,6,6,7,6,4,3,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,1,1,20,1,1,3,1,10,2,1,2,2,0
11695,0,3,0,2,2,1,0,0,3,0,0,0,0,2,6,2,7,7,7,3,5,7,3,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,2,3,2,2,19,2,1,2,1,60,1,1,3,2,0
2121,3,1,3,3,3,0,3,3,3,3,0,3,3,1,1,6,7,6,5,6,6,1,1,2,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,3,2,1,72,2,1,1,3,60,1,3,2,5,2
4644,1,1,1,3,1,2,1,1,1,2,2,2,1,2,3,5,6,7,5,7,7,5,3,5,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,2,2,2,2,19,1,2,10,2,10,2,1,4,2,2
7581,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7,1,7,2,6,1,7,5,7,6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,4,1,2,2,23,1,1,10,1,10,2,1,7,3,0
24459,2,2,1,1,1,2,1,2,1,0,0,0,1,1,6,4,3,4,6,4,7,6,6,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,2,2,2,19,1,1,10,1,10,2,1,6,2,1
16736,1,1,1,1,0,2,0,1,2,0,2,1,1,0,3,5,7,5,6,5,6,4,3,5,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,3,1,2,23,1,1,10,1,10,2,1,0,3,0
2765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,4,7,3,7,1,7,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,15,2,1,7,1,60,2,1,2,1,0
9799,2,3,2,3,3,2,3,3,2,2,3,2,3,3,4,3,1,6,6,3,4,3,2,4,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,3,2,2,20,1,1,10,1,10,2,1,4,2,2
11822,0,0,2,1,0,1,0,0,1,0,1,0,0,2,4,3,6,5,6,5,5,2,4,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,1,2,2,23,2,1,2,1,60,2,1,2,3,0
2670,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,4,5,5,7,6,7,5,5,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,2,2,16,2,1,1,5,10,2,1,2,1,2
13386,1,2,1,2,1,1,0,0,2,1,0,1,0,2,2,6,4,7,4,5,5,7,5,2,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,3,1,1,14,1,1,1,5,60,2,1,1,1,1
1118,1,3,3,3,3,3,3,3,3,3,3,3,2,3,1,7,3,6,5,5,3,7,2,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,2,2,1,16,2,1,9,2,60,2,1,2,1,2
295,1,1,1,1,1,1,1,2,1,1,1,2,1,1,3,5,5,6,0,5,0,7,3,4,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,2,3,2,1,18,1,1,2,2,60,2,1,2,2,1
1556,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,7,7,7,7,7,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,20,2,1,6,1,10,2,1,2,2,2
11513,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,5,3,5,6,5,3,5,5,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,2,2,2,2,20,2,1,2,2,60,1,1,2,2,2
4014,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,4,5,4,4,5,3,4,2,3,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,2,1,18,2,1,7,1,60,2,1,3,2,0
10291,2,2,2,2,2,3,2,1,3,1,3,1,3,0,1,7,7,1,5,5,2,7,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,2,3,2,1,27,2,1,4,1,60,2,2,1,3,2
19223,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,6,6,5,5,5,3,5,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,1,2,25,1,2,10,3,10,2,1,5,3,1
2448,0,1,0,1,0,0,0,0,1,0,1,0,0,1,7,4,6,6,5,2,6,4,5,4,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,4,2,2,1,29,2,1,9,1,60,1,1,2,3,0
8556,0,0,0,1,1,2,0,0,1,0,2,0,0,0,1,1,5,5,5,4,5,5,5,5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3,3,2,1,20,1,1,10,4,10,2,1,5,2,0
12087,2,0,3,3,0,0,3,0,2,0,2,3,3,2,2,7,6,6,7,6,6,3,5,6,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,3,3,2,2,40,2,2,7,1,60,1,1,3,4,2
4676,0,1,1,1,1,1,0,1,1,0,1,2,0,2,5,6,3,6,6,4,6,6,2,5,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,4,2,2,2,25,1,1,10,1,10,2,1,4,3,0
19730,0,1,0,1,1,1,0,0,1,0,1,0,0,2,2,5,5,6,6,6,6,7,4,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,2,2,15,1,1,4,1,60,2,1,1,1,0
11814,2,1,0,1,2,0,0,2,1,2,0,1,0,2,2,2,6,7,4,5,6,5,3,4,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,3,1,2,1,34,1,1,12,2,60,2,2,3,3,1
21563,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2,4,1,7,5,6,4,6,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,4,2,1,2,27,1,1,10,1,10,1,1,1,3,0
14625,0,2,1,1,1,0,0,0,1,0,0,0,0,2,2,1,6,2,5,7,5,1,6,3,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2,1,2,1,58,2,1,7,1,60,1,3,3,5,0
17774,2,0,2,2,2,1,2,0,0,1,2,2,2,1,7,6,4,5,4,6,6,4,5,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,3,3,2,1,19,1,1,10,1,10,2,1,4,2,1
9572,1,0,1,1,0,2,0,1,0,1,0,0,0,1,4,5,5,7,2,7,5,6,5,6,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,3,2,2,2,20,1,1,10,1,10,2,1,2,2,0
32017,2,1,1,2,2,2,0,1,1,3,1,0,2,1,6,5,5,6,4,3,5,6,5,4,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,4,3,2,1,39,1,1,10,2,10,1,2,5,4,1
308,0,0,0,1,1,0,1,1,2,1,1,0,0,1,4,5,6,3,6,1,5,6,2,4,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,2,3,2,1,43,2,1,12,1,60,1,3,2,4,0
14156,0,2,0,2,0,2,1,1,1,0,1,1,2,1,3,6,3,6,5,6,4,6,2,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,1,2,36,2,2,4,2,10,2,2,2,4,1
18033,1,0,0,2,1,1,1,0,1,0,1,1,2,1,3,1,3,6,5,3,5,5,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,3,3,2,1,24,1,1,10,1,10,1,1,6,3,0
21088,1,1,0,0,0,1,0,1,1,0,1,0,0,0,5,3,6,3,6,3,6,3,6,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,2,1,1,21,1,1,10,5,70,2,1,4,2,0
20844,1,1,2,2,2,1,0,1,1,1,1,1,1,1,4,5,4,6,5,6,5,5,2,5,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,4,2,2,2,24,1,1,10,0,10,1,1,5,3,1
13716,1,1,1,1,1,1,1,1,1,1,3,1,2,1,6,6,7,6,5,5,7,2,5,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,34,1,1,2,2,60,1,3,4,3,1
10636,1,2,3,3,3,2,3,3,2,2,2,2,3,2,3,5,5,7,6,6,4,3,2,4,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,3,2,2,20,2,1,10,1,10,2,1,4,2,2
16215,0,1,1,1,0,2,0,0,1,0,2,0,0,1,3,5,7,5,7,3,7,4,7,3,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,2,2,19,1,1,10,4,10,2,1,4,2,0
12432,3,2,2,3,3,2,2,3,2,3,2,2,3,3,4,1,6,5,6,5,6,4,7,6,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,2,3,1,1,14,2,1,1,1,60,2,1,1,1,2
18903,1,1,1,2,2,3,1,1,2,1,2,1,1,1,5,6,6,7,5,5,5,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,2,2,21,1,1,10,5,10,1,1,2,2,1
6170,2,3,2,3,3,3,1,3,3,3,3,3,1,2,6,3,2,7,4,6,7,6,2,4,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,2,2,19,2,1,10,1,10,2,1,4,2,2
2492,3,2,3,3,3,3,2,3,3,3,3,3,0,2,6,2,5,7,5,5,7,1,1,4,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,18,2,1,7,1,60,2,1,2,2,2
19745,2,2,0,1,1,1,0,1,1,0,0,0,0,1,3,6,5,7,5,4,7,2,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,2,3,2,2,22,1,1,10,1,70,2,1,3,3,0
9109,2,3,2,2,3,1,1,2,3,3,3,2,0,3,4,6,1,7,1,7,6,7,4,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,18,1,1,10,1,10,2,1,4,2,2
1637,2,3,3,3,3,3,3,2,3,2,3,3,3,3,1,5,6,7,7,7,6,3,5,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,2,2,20,2,1,2,4,60,2,1,3,2,2
12781,1,1,2,3,1,1,2,1,3,1,3,1,3,2,1,2,7,7,7,7,6,3,2,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,3,1,23,1,1,1,3,60,1,1,0,3,2
26581,1,1,0,2,1,2,0,1,1,2,2,1,0,1,3,4,6,3,7,5,7,3,5,3,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,2,2,1,1,19,1,1,3,2,60,1,1,2,2,1
2478,1,1,2,1,1,1,0,2,1,2,1,2,0,2,2,5,2,5,3,5,3,6,3,5,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,2,3,1,1,50,2,1,4,1,60,1,3,3,5,1
21515,0,0,1,0,0,1,0,0,0,0,0,1,1,1,7,1,6,1,7,2,7,5,6,3,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,2,2,18,1,1,10,1,10,2,1,10,2,0
12238,1,2,2,1,1,2,1,2,1,1,2,1,2,2,4,2,2,5,4,5,6,6,3,4,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,2,1,23,1,1,4,4,60,2,2,1,3,2
11200,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4,1,7,1,7,6,6,4,7,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,3,1,1,1,50,2,1,6,1,60,2,2,2,5,0
7575,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,5,5,4,5,5,5,4,5,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,4,2,2,1,24,1,1,10,1,70,2,1,4,3,0
20213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,2,7,7,6,4,6,3,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,2,2,21,1,1,10,1,10,2,1,8,2,0
7956,3,0,1,2,0,3,2,1,1,1,2,1,2,1,4,5,5,7,5,4,4,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,2,22,1,1,10,1,70,2,1,3,3,1
4777,0,0,0,1,1,0,0,0,1,0,1,0,0,0,4,3,5,6,6,4,6,3,5,4,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,3,1,2,2,22,1,1,10,2,10,2,1,6,3,0
6343,2,3,3,3,3,3,3,2,3,2,3,3,3,3,4,6,3,7,2,4,5,7,2,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,3,2,2,20,1,1,10,0,10,2,1,2,2,2
11255,0,1,2,1,3,2,1,1,1,2,0,1,1,1,4,5,5,6,6,7,7,4,5,4,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,2,1,2,22,1,1,10,0,70,2,1,3,3,1
4236,0,0,0,1,0,1,0,1,0,0,0,0,0,3,4,2,3,5,5,4,3,6,4,5,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,3,2,1,15,2,1,2,0,10,2,1,1,1,0
3817,1,0,3,2,1,1,2,1,2,1,1,1,1,1,6,3,7,7,5,2,7,1,1,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,2,1,58,2,1,7,1,60,1,2,3,5,1
18262,1,1,0,1,1,1,1,1,1,0,1,0,1,1,6,7,6,5,6,0,6,6,4,4,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,3,2,2,22,1,1,10,1,10,1,1,7,3,0
8441,2,2,1,1,3,1,0,2,1,3,1,1,0,3,1,5,3,4,4,7,6,5,6,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,3,2,2,32,1,1,3,1,10,1,1,4,3,2
229,2,3,3,3,3,2,3,2,3,3,3,3,3,3,5,4,3,2,7,2,5,7,2,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,3,2,1,15,1,1,2,2,60,2,1,1,1,2
13378,1,1,1,2,1,1,1,2,2,2,2,1,1,1,2,2,6,6,7,6,5,5,3,3,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,4,2,2,1,39,1,1,6,2,60,1,1,4,4,1
18457,0,1,2,1,2,2,0,1,1,1,1,1,0,0,1,4,5,4,6,7,4,6,5,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,2,2,2,20,1,1,10,1,10,2,1,3,2,0
12945,3,3,3,3,3,3,3,2,3,3,3,3,3,3,1,3,6,7,5,7,5,1,3,3,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,4,2,2,1,42,1,1,12,3,60,1,2,4,4,2
10449,0,1,0,1,0,1,1,0,1,0,1,0,1,1,5,1,6,6,4,4,7,2,4,4,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,4,3,1,2,27,2,1,2,1,60,1,1,1,3,0
12037,1,1,1,1,1,0,0,2,1,1,1,0,1,2,6,5,5,6,7,2,7,5,3,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,3,3,1,2,51,2,2,1,1,60,2,2,2,5,0
34329,1,2,1,3,1,1,0,1,2,2,1,0,0,1,4,6,7,7,5,5,7,1,3,4,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,3,2,2,15,2,1,4,1,60,2,1,3,1,1
19797,1,1,1,2,1,1,1,1,1,1,2,1,2,1,5,3,5,7,2,1,7,5,1,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,3,1,2,26,1,1,10,3,10,1,1,7,3,1
31600,1,0,1,2,1,1,1,1,1,1,1,1,1,2,4,4,5,6,4,7,5,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,16,1,1,10,5,70,2,1,4,1,1
19481,1,1,0,0,2,0,0,0,0,1,1,1,0,2,4,2,6,1,7,4,5,1,6,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,3,2,2,19,1,1,10,5,60,2,1,4,2,0
12633,3,1,3,3,3,3,3,3,3,3,2,3,3,1,1,6,6,5,3,7,3,2,6,6,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,1,1,1,48,2,1,12,1,60,2,1,2,4,2
36528,1,1,1,1,0,1,1,1,3,1,1,1,0,2,6,7,6,7,7,3,5,1,4,5,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,3,2,2,2,23,1,2,10,1,10,1,1,4,3,1
8622,0,1,0,1,0,0,1,1,1,1,0,0,1,1,5,6,4,2,6,6,6,4,6,5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,3,1,2,18,1,1,10,1,10,2,1,5,2,0
2842,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,5,3,5,5,6,6,4,1,7,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,3,2,2,1,47,2,1,1,1,60,1,2,2,4,2
6902,0,0,2,1,1,1,0,1,1,0,1,1,0,1,2,2,6,5,6,7,7,2,6,7,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,3,2,1,21,1,2,10,1,10,2,1,4,2,0
6981,1,2,1,1,1,2,2,0,2,1,1,1,0,3,2,3,2,3,3,2,2,3,1,2,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,1,2,2,17,1,1,0,0,10,2,1,5,2,1
18470,1,1,0,3,3,3,0,2,2,1,1,0,0,0,5,6,6,5,6,3,3,2,2,4,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,2,2,2,26,1,1,10,1,10,2,1,3,3,1
30479,1,2,2,3,1,1,1,1,1,1,1,2,2,1,6,7,5,7,6,7,5,5,3,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,1,2,2,33,1,1,10,2,10,2,2,4,3,1
8020,1,3,1,0,3,1,0,3,3,1,2,1,0,3,5,4,5,5,6,7,7,5,4,4,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,3,1,2,2,21,1,1,10,5,10,2,1,5,2,2
13320,1,2,1,0,1,2,3,1,2,2,2,2,0,3,2,6,1,5,4,3,6,5,2,4,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,2,2,1,2,20,2,1,1,2,60,0,1,2,2,2
9923,0,1,2,0,1,2,0,1,0,1,1,1,0,2,6,6,7,5,5,6,3,6,2,5,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,2,2,22,1,1,10,1,10,2,1,3,3,0
2637,0,3,3,2,1,1,1,2,2,1,1,3,2,3,5,7,2,7,4,1,4,6,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,3,2,1,16,2,1,1,4,60,2,1,2,1,2
4969,0,0,0,1,0,0,0,0,0,0,2,0,1,0,6,4,5,5,7,1,7,5,4,4,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,4,1,2,2,25,1,1,10,1,10,0,1,3,3,0
23283,0,0,2,2,3,2,1,2,1,2,1,1,1,1,6,5,6,5,7,5,7,3,6,3,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,3,2,2,40,2,1,10,1,10,1,1,3,4,1
37745,1,1,2,2,1,1,0,0,2,1,1,0,0,2,1,3,5,7,1,7,2,3,4,2,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,2,1,2,2,23,1,1,10,1,10,2,1,4,3,1
8494,0,0,2,1,0,1,0,1,1,1,1,1,0,1,1,5,3,5,4,6,6,4,3,7,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,3,1,2,2,22,1,1,10,1,10,2,1,3,3,0
5174,0,1,1,2,1,1,0,0,1,0,1,2,0,0,5,4,5,3,7,6,5,1,7,7,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,2,1,1,21,1,1,10,4,70,2,1,3,2,0
6655,0,1,3,0,0,0,0,1,1,0,0,1,0,3,1,6,6,1,7,7,6,7,5,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,3,3,1,2,20,1,2,10,1,10,2,1,4,2,0
10893,1,1,0,2,2,1,1,2,2,1,0,1,1,2,1,3,6,7,5,7,6,5,3,5,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,3,2,1,15,2,1,1,5,60,2,1,1,1,1
29958,1,1,2,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,7,1,5,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,2,2,1,16,1,3,7,1,50,2,1,3,1,1
3775,2,2,1,2,2,1,0,3,1,1,2,0,0,3,3,1,7,2,6,5,7,1,6,2,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,2,2,1,53,1,1,4,1,60,2,2,4,5,1
33859,1,2,1,2,1,1,1,1,2,1,1,2,1,1,6,1,6,6,4,2,7,2,3,4,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,3,3,2,1,60,2,1,1,1,60,2,2,3,5,1
6204,1,3,2,3,1,3,1,2,3,2,3,1,1,3,1,5,6,7,6,7,6,3,5,3,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,3,3,2,1,22,2,1,10,1,10,2,1,2,3,2
12207,0,1,0,1,0,0,0,1,0,0,0,0,0,1,2,5,7,3,6,6,7,1,5,3,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,1,2,1,46,2,1,6,1,60,1,3,4,4,0
5295,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,4,5,6,6,7,2,2,2,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,3,3,2,2,26,2,1,4,1,10,2,1,4,3,2
10704,1,3,1,1,1,0,0,2,2,1,1,1,0,2,5,6,5,7,3,3,3,7,2,5,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,2,2,1,14,1,1,4,1,60,2,1,2,1,1
20910,0,0,0,1,3,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,21,1,1,10,4,10,2,1,4,2,0
8495,2,2,1,3,3,3,3,3,1,0,3,3,3,1,3,4,4,5,5,7,4,5,6,7,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,3,2,2,13,1,1,10,1,10,2,1,2,1,2
25669,1,1,0,3,1,1,0,0,3,1,3,0,0,2,2,3,7,6,7,7,7,5,7,4,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,2,1,2,20,1,1,10,1,10,2,1,4,2,1
12104,0,2,0,1,1,0,0,0,0,2,0,0,0,2,3,6,6,5,6,5,3,3,6,3,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,2,1,29,1,1,2,1,60,2,1,4,3,0
2949,1,2,1,1,2,1,0,1,1,1,1,1,0,2,5,6,5,7,6,5,5,5,3,2,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,2,2,1,1,19,2,2,1,1,60,1,1,4,2,1
10733,2,2,1,1,1,0,0,2,1,2,0,0,0,2,5,1,7,7,5,7,7,1,6,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,3,2,1,36,2,1,7,1,30,1,1,3,4,1
3120,0,3,0,0,0,0,0,1,0,0,0,0,1,2,5,5,5,1,5,5,1,5,6,3,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,2,2,1,17,2,1,1,2,60,2,1,1,2,0
2881,2,3,3,3,3,0,2,2,2,2,1,2,3,3,2,6,7,5,4,5,6,6,4,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,1,1,1,21,2,1,12,1,60,2,1,7,2,2
8910,1,1,1,2,0,1,0,1,1,1,0,1,1,1,1,5,7,6,2,3,5,2,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,3,2,2,22,1,2,10,1,10,1,1,3,3,0
6024,1,2,1,1,2,1,2,1,1,1,1,2,1,2,6,4,7,5,6,2,5,4,4,3,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,3,2,2,2,22,1,1,10,0,10,2,1,8,3,1
27948,1,1,1,2,2,2,1,1,1,2,2,1,1,1,3,6,6,5,6,5,6,5,4,4,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,3,2,2,1,28,1,1,10,1,10,1,2,6,3,1
7208,2,2,2,3,1,3,2,1,2,1,3,3,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,16,1,1,10,1,10,2,3,2,1,2
12353,1,2,0,1,1,0,0,1,1,0,0,0,0,3,1,3,2,6,2,7,7,6,4,6,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,4,2,2,1,44,1,1,7,1,60,1,3,2,4,0
3461,0,2,1,2,2,1,1,2,1,1,1,1,1,2,3,5,3,6,3,5,5,6,3,3,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,18,1,1,7,2,60,2,1,2,2,1
12643,3,3,3,3,3,3,3,2,3,3,3,2,2,2,6,5,6,2,7,5,7,2,7,4,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,3,2,2,2,23,2,1,10,1,10,2,1,4,3,2
6503,0,0,0,0,1,0,0,0,0,1,0,0,0,1,6,4,5,5,5,6,6,3,5,5,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,3,3,2,2,19,1,1,10,1,10,2,1,2,2,0
3161,1,1,1,2,0,1,1,2,2,0,2,2,2,1,2,2,5,7,3,6,7,3,3,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,4,2,1,1,33,2,1,4,1,60,2,1,3,3,1
7322,0,1,1,1,1,1,0,1,1,1,0,1,0,1,4,5,6,5,6,5,7,5,5,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,3,3,2,1,71,2,1,12,1,60,2,3,3,5,0
4309,0,2,0,1,1,0,0,1,1,1,0,0,0,2,2,5,5,5,6,6,6,6,6,5,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,1,2,1,45,2,2,6,1,60,1,2,1,4,0
5606,2,2,1,3,3,3,3,2,3,3,3,1,3,3,6,1,5,5,7,3,5,6,4,4,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,2,2,2,20,1,1,10,1,10,2,1,5,2,2
20752,1,1,1,0,0,1,1,0,2,1,1,1,1,2,5,6,3,5,7,6,7,6,5,3,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,2,1,2,27,1,1,10,1,10,1,2,2,3,0
6315,0,2,1,3,0,0,0,0,1,0,1,0,0,0,4,1,1,5,1,1,7,7,7,7,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,1,2,2,17,1,1,10,1,10,2,1,4,2,0
